sentiment,text
1,@duchessrebecca you perv you nasty nasty perv
-1,good nite everyoneim tiredeff bein sick
-1,thy cumin to get my baby in the morning
-1,class is boring
1,@commercialdeals @greendreamin @brynnallen  thanks for the followfriday
-1,is going to fail his exams
-1,im soooo tired wow
-1,hahah i know
-1,heading to the pulmonologist
1,quoti love slavesquot by david raccah linkedin rotfl
1,@sophye thank you
1,@angelofnwn hang in there its almost over
1,omgoodness she sounds fantastic
-1,breast hurt from hugs and im still hungry
1,is watching hannah montana with mollie and norma
1,sweet dreams guys i love you all so much
1,layin in bed had an eventful day
1,on ma way to completing vocals in ghm
-1,@dealseekingmom no problems here
-1,whats the deal my twiggazim lonely already
1,@tytryone mr hunter u so should follow me
-1,lack of contentment without him
-1,at the dentist again
1,watching some good episodes of the office
1,@thefootballfan the dream team is just awesome  lt33
-1,zero motivation to do anything today
-1,damn you soldering nadal loses
1,@rcmckill nothing i felt quake you should be safe
-1,ugh i dont wanna go to work
1,gonna eat pizza what are you doing
-1,what is wrong with me im soooooo tired
1,photo my new shoes  httptumblrcomxmx1qzcts
1,@boybariandad thats what the redbox at walmart is for
1,@jeremyfire its just beginning
-1,adam wears eyeliner i wish danny didnt go home
-1,@amarita77 sorry your leg hurts
-1,i want some in n out
-1,got stomach ache ugh
1,@spreeblick so true so true
1,going to bed gnight
-1,bit feversih today  hope its not swine flu
1,fuzzball is better than h1n1  httptinyurlcomdhpol7
1,@simonkline can sell u some cream for yer bum
1,@ryn91 httptwitpiccom7j6k3  aw too cute
1, 138 pm  good afternoon twitters
1,seeing up for the second time
1,@msedu you go girltalk to you tomorrow
-1,misses her girl heather
1,what up @badash77 iphone next gen pics ftw
1,off to bed gnight everyone
-1,about to clean my room
1,@onelastsunrise thank you so much girlie i appreciate it
-1,@andreamore you totally forgotten about me yesterday
-1,omfg my head
-1,you must be very pissed off at me
1,@luckymojo then u might wanna send me a pic
1,hungryy mom cook something
1,i love andy samberg he is just too funny
1,@eddieizzard weather is pretty gorgeous up herebright and sunny
1,@tedndi time to add to the collection
-1,more packing
1,in my garden chillin going to the gym later
-1,@velourian astros suck
-1,@jonk me too  dying for it
-1,announced just now that farrah fawcett has died
-1,work soon
-1,i burned the roof of my mouth
1,the oc season 2
1,@taylorswift13 hey taylor your awesome and i love you
1,@onenonlyfab hell yea
-1,this is boring sorry
-1,unbelieveable im an hour behind schedule
-1,@toddinstoon have fun tried it yesterday didnt find anything
-1,cant go home yet its my coding day
-1,@johncmayer so why no summer tour john
1,@jukkar thankfully no
1,good morning at all
1,is watchin family guyy n on dianavicketscom
-1,i have a headache
1,good morning los angeles
-1,ok me no likey the rain
1,@biz but a great day
-1,@weddinggirl your link isnt working
-1,day 3 no potter i miss it
-1,@efgfca im paying â£350 for my cars service
1,@pgaclay thank you for the follow friday
1,@marvncash haha aright i will
1,thinks her deviantart and facebook crews better get commenting
-1,im new here ppl should tlk to meh 
1,school then getting new @jonasbrothers cd quotlvattquot
-1,office on sunday
-1,aggghhh 2nd day without headphones at work
1,@zwamkat me already working on that
-1,@thatrunnerchick my boyfriend columbo has dementia
-1,holy fuck im sick
1,@weirdotoys sure awesome man
1,@tylermichaels  you will make it  no sweat
1,@coliwilso
1,@jackkempers  suns welcoming you
1,in love with that chopstick man
1,@thebeadgirl morning
1,@catholicgirlyz ohhhhh with ya
-1,prob gonna leave for pc today funeral
1,@lothomz apple sour punch and orangepeachmango juice
-1,ap tour is so 4 weeks ago
-1,@catbud to good to be in work
1,voting for da teen choice awards
-1,oh manbad mood around here
-1,i threw up playdough and im like gagging lmfao
1,@hetty4christ yes god is the answer
1,powell starbucks or rieber terrace iota night part ii
-1,dont ruin my day mr orthodontist
1,httptwitpiccom7hq6u  drink time
1,@hove09 thanks a lot
1,finding something to do around town find me
1,im  happy today  httpplurkcompy4gae
-1,@ycmphoto miss you too
1,college day students get 20 off   httpbkitecom087a9
1,@jamiefishback sleep well oh thespian one
-1,sooo im up but facebook is down  httpbitlyf387d
-1,@scoobeesnac does the one in to red though
1,@heycassadee sounds like i good idea
1,having a good hair day
-1,austin bound againi wanted to party in dallas tho
-1,@keithwalsh clearly not
-1,day 5 of gloom and rain this is fun
-1,@emaciated @danniphantom  whos sebastian
1,@sophiereedy yesss pleaseee
1,eight demos set for the week so far
1,wrot french today was fucking boring and stupid
-1,@ashleyyosaurus lucky its overcast here
1,walking for hunger today   so excited
-1,@felixsolon  what is the matter
1,@dizzyfeet good witch bad witch glinda wasnt ugly
1,@5tosucceed lol yes still here
-1,i miss london
-1,i want some easy mac
-1,i want a hot bath and lots of sleep
1,@slumre got pretty close a couple of times
1,this summer is gonna rock you have no idea
1,spoonhouse sea urchin with seaweed pastayummmy  httpmypictme2zcj
1,@jonaslicious28 ã¼ber twilight
-1,auchh drop by 1  21blogtopsitescom
-1,still have a headache
1,@pmackinnon still horse for me
-1,getting my ass beat by mike at tetris
-1,im stuck in work
-1,nall i didnt get a cut
1,home win day to myself this is new
1,@aw1983 awwww how sweet
-1,even dogs do not like kevin
1,@timingisevery1 gotta love ebay i sell collectibles
-1,watch the earth disappear  httpbitly137a2c
-1,wants to go out tonighttt
1,so full ugh to bed now derby day tomorrow
-1,i feel like crap no bowling party tonight
1,goodnight guys hahamy last tweet for this day
1,@jessdubb idk whoerrrrri mean what you do
-1,still thinking about yesterday
-1,@ddlovato never care with me
-1,chillin at home got wrk soon
1,going to the gym who wants to come
1,@klove032705  hes a beaaaautiful man haha
1,@sarahconquilla many many thanks  its about school weeeee
-1,saturday should be tomorrow i wanna come home
-1,everything hurtssss
1,everything httpbitlyswwws
-1,i want el co
1,@leftwanting yesss she did  sooo happy for her
-1,@sooberlee poop  it was worth a try haha
-1, night for the second time
-1,paperwork awaits and i can not procrastinate any longer
-1,lil bit headache
-1,maria is screwed lol
1,@sims you found the link
1,@alexdzora yeah i heard something about that
-1,still no internet connection  on my phone
1,@puffaddering man do this test  httpbitlyz2zoq
1,does anyone else really really love the lakers
1,lovin the sunshine
1,httptwitpiccom4fbtc  thats me
-1,@nickbirdsong re ur dontyouhate  answer most definitely
1,says hey  httpplurkcomppbood
-1,is gutted about katie amp peter  love them
1,chatting with @turbokaye  you rockkk
1,here with sarah talk to me
-1,@sion71 its pissing from the heavens here
1,@moosatov ill be there
1,lunch at kanpai and now a nap yay
1,1777 of 9744 items updated on the new ipod
1,we have something big right here with @fernandaz
1,joe mauers bdaygo twins
1,@jaredleto thank you for sharing  the pics
1,my twitter works again  what whaaaat
-1,its raining  again
-1,@14eleven i fear zombies more than ghosts
1,yay for a long weekend
-1,@verityrobinson how come    x
-1,i wish i got a summer break
1,currently watching paano ba ang mangarap
1,no susie not at all
-1,waiting sucks still stuck in harrisburg
-1,sad and tired
1,goodnight everyone
-1,@kidrobot23 at work cant test yet
1,its the last day of may
1,loltaking pretty picturs w shayliie
-1,no one can hang out tonight
1,we played basketball yesterday  very funny
1,starbucks yeahhh
-1,starting to worry  work today 114
1,im at an art gallery yay
1,@misterbigman what no way are you blocked my brotha
-1,headache wont go away
-1,@eglantinescake heartbreaking
1,figuring out twitter
-1,@tmzcori i did but no one listened
-1,sorry kids not lookin like doing concert tonight
-1,@sarahkchen affirmative  im not seeing it anyomore
1,listening shulman while working
-1,not feeling well
1,dazed and confused
1,@gemini90 i added you
-1,my suitcases are too small
1,login issues resolved  httptinyurlcomdndrmr
-1,damn i am exhasted
-1,@tatianatierra are you still crying 
-1,if only wasnâ´t pouring outside
1,eu09 gives new meaning to the word mashup
1,@whitneypannell retweet link please  fb
-1,@alexwthegreat ohhh yummy i want pizza now  hahaha
1,@lynellmarie hehe you know what im thinkingggg
-1,im bored and tired i can go home
1,@wirjo thanks man
-1,getting for work
1,@fobroxmisox thanks for the follow
1,why is julia so amazing
1,yay today quotmentalquot starts airing on fox life serbia
-1,i have a cough
-1,the airport
-1,@joystiq still takes us to main page
-1,run down with hayfever amp feels crappy
-1,getting a later start than i wanted
-1,none of my sisters are home
1,good morning sunshine
1,lol learning hey there delilah
1,follow @lee02twins shes a song writer and cool ppls
1,@weywahoo thankyou mark appreciate it
-1,great week for him to lose his phone
-1,i did it again please excuse the @
-1,@tommcfly oh tom whats happening  be happy
1,my latest acquisition  httpwwwflickrcomphotossaloia3541351547
1,at the meadowlands
1,@lenkamusic good night too have a nice dream
-1,kris in big bro is doing my head in
-1,i still dont know who jadakiss is
1,is high on life
1,@prllhng thanks sooo much
1,is looking at her lvly flowers
-1,misses michael very much so
1,my old chinese stagiaire is graduating   httpmobypicturecombvaumo
1,@ashbergsmum thanks for the followfriday props mdear
1,@rockmp good times
1,chance to feeeeel aliveeee
1,@yoursly hey what are you doing
1,i need to learn how to speak korean
1,that girl is poisooooonnnnnn i love my dad
1,@steinarknutsen i couldnt help myself
1,@angryaznwoman bahahaha diablo ii wanna play some starcraft next
-1,fuck i ate all my oreos
-1,@xgracestackx noooo it wont work
1,hi peoples
1,you make me sick
-1,got woken up by little kids
1,@girlycute thanks
-1,my baby girl is very poorly
1,yay my camp english teacher hasnt turned up
-1,homework
-1,yay konner and kross are homeughh cleaning
-1,my remote control needs new batteries
-1,just walked like 10ft not even and im soaked
1,pretty  httpbitlyupno6 via @addthis
-1,@guyoseary i wish no money
-1,my poor puppy wont top crying
1,is done with work
1,@radha sounds interesting
-1,noooo  back to 2nd place
1,@mylissadd i leave wednesday at 4pm
-1,i cant even breathe without my back hurting
1,@jillybean648 safe travels my quottweetquot friend
1,@jdsamson were they shouting quotdavidquotor quotle davidquot
1,found new twitter friends
1,funyuns woop woop they are awesome
1,i found my driving license and passport
-1,maths exam today
-1,throat hurts
1,@tessmorris  yes i should do really
-1,miss you  miss you
-1,im not feeling very productive today
-1,somebody talk 2 me
1,is watchin full housemani love this show
-1,@stayceelee i remember
-1,@carlayoung i dont think so
1,@therealjordin hahah yum i want to try some
1,lucky you then
1,cocoa pebbles at midnight xd
1,@jconpoet lol thanks
1,@jaypotter where are the pics  how was it
1,@bdsexton u know it there r 3 of us
-1,trying to study for french exam
-1,whole day i did one thing  listening
1,eating soup
-1,@hughblack sniff sniff and i wasnt part of it
1,@davepdotorg i love that sunspot its so pretty
1,@vomitlaunch @nourn thanks
1,chips fish amp cheese  is that bad haha
1,ready to head back to dfw
1,httpbitly9fnix  sth funny for mothers day
1,watchin conan obrien  greenday greenday
1,yessssssssssss go fed
-1,followfriday  no one ever follows me
-1,@konstantine dude and you didnt invite me
1,working all weekend then dtb for the week
1,@sherrieshepherd jeffrey first you can smackdown later
1,@jhbprincess replied to ur mail
1,@livlovesbooks it is an amazing place
1,been out shoping
1,yaaaay my mom is making us waffles
1,the morrel this time is girls make boys cry
1,@flobld heyy followed you please follow me nowthankks
